BEM,Long,Lat,Depth,Year,Mo,Day,Hr,Min,Sec,sigM,Round,Mag,Type,N*
2.91,-111.315,42.756,1.0,1978,12,9,18,9,40.0,0.249,0.01,Mpred|Xi,0.834,
2.91,-111.565,42.761,7.0,1978,12,27,21,16,10.3,0.249,0.01,Mpred|Xi,0.834,
2.91,-111.38799999999999,42.707,7.0,1979,1,9,22,23,29.4,0.249,0.01,Mpred|Xi,0.834,
2.91,-110.588,39.506,7.0,1979,1,13,1,24,8.1,0.249,0.01,Mpred|Xi,0.834,
2.91,-111.475,42.586000000000006,7.0,1979,1,27,16,41,58.4,0.249,0.01,Mpred|Xi,0.834,
2.91,-111.31299999999999,42.753,7.0,1979,2,20,16,31,37.0,0.249,0.01,Mpred|Xi,0.834,
2.91,-111.50200000000001,42.766999999999996,7.0,1979,3,23,21,51,30.9,0.249,0.01,Mpred|Xi,0.834,
2.91,-112.552,41.996,1.0,1979,5,14,23,21,6.4,0.249,0.01,Mpred|Xi,0.834,
2.91,-111.932,39.897,1.0,1979,5,26,11,9,50.8,0.249,0.01,Mpred|Xi,0.834,
2.91,-110.859,37.847,7.0,1979,6,11,9,4,6.6,0.249,0.01,Mpred|Xi,0.834,
2.91,-109.655,39.286,7.0,1979,11,15,20,42,30.6,0.249,0.01,Mpred|Xi,0.834,
2.91,-111.538,42.793,7.0,1979,12,7,22,1,16.6,0.249,0.01,Mpred|Xi,0.834,
2.91,-111.161,42.474,7.0,1979,12,20,21,45,26.4,0.249,0.01,Mpred|Xi,0.834,
2.91,-110.689,37.739000000000004,7.0,1980,1,30,6,49,57.3,0.22899999999999998,0.01,Mpred|Xi,0.858,
2.91,-112.007,38.037,7.0,1980,4,3,23,0,59.1,0.249,0.01,Mpred|Xi,0.834,
2.91,-111.561,38.965,7.0,1980,4,17,12,14,26.1,0.249,0.01,Mpred|Xi,0.834,
2.91,-112.01700000000001,38.946999999999996,0.0,1980,4,18,19,43,6.9,0.249,0.01,Mpred|Xi,0.834,
2.91,-112.46600000000001,42.107,4.0,1980,5,4,0,32,40.2,0.249,0.01,Mpred|Xi,0.834,
2.91,-111.02799999999999,43.233999999999995,7.0,1980,5,23,0,59,12.8,0.249,0.01,Mpred|Xi,0.834,
2.91,-111.89399999999999,39.312,7.0,1980,5,25,18,53,54.8,0.249,0.01,Mpred|Xi,0.834,
2.91,-111.29799999999999,38.774,7.0,1980,6,19,12,26,46.8,0.249,0.01,Mpred|Xi,0.834,
2.91,-111.89299999999999,39.291,7.0,1980,7,26,14,1,43.2,0.249,0.01,Mpred|Xi,0.834,
2.91,-111.59100000000001,41.7,13.0,1980,9,16,1,48,43.9,0.22899999999999998,0.01,Mpred|Xi,0.858,
2.91,-111.554,42.757,7.0,1980,10,3,21,0,16.9,0.249,0.01,Mpred|Xi,0.834,
2.91,-111.346,42.786,7.0,1980,11,19,19,19,20.6,0.249,0.01,Mpred|Xi,0.834,
2.91,-114.16,40.416,7.0,1980,12,21,7,47,31.9,0.22899999999999998,0.01,Mpred|Xi,0.858,
2.91,-114.884,41.083,4.0,2008,3,2,0,2,41.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.91,-111.475,42.358000000000004,0.0,1984,12,8,9,41,2.2,0.162,0.01,Mpred|Xvar,0.927,
2.91,-110.744,42.873999999999995,0.0,2000,9,10,10,28,58.7,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.9,-112.5,38.455999999999996,2.0,2003,12,2,20,35,5.2,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.9,-111.679,38.418,4.0,2011,12,13,22,8,12.0,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.9,-112.495,42.026,7.0,1975,12,20,1,44,12.7,0.17,0.01,Mpred|Xvar,0.919,
2.9,-111.11,42.769,1.0,1994,2,10,1,7,31.9,0.161,0.01,Mpred|Xvar,0.927,
2.9,-111.22399999999999,42.736999999999995,0.0,1996,3,13,3,53,52.1,0.161,0.01,Mpred|Xvar,0.927,
2.9,-111.074,42.699,0.0,1994,2,4,21,57,10.6,0.161,0.01,Mpred|Xvar,0.927,
2.9,-111.111,42.597,0.0,1994,2,5,23,48,33.6,0.161,0.01,Mpred|Xvar,0.927,
2.9,-111.132,42.718,0.0,1994,2,13,10,25,39.0,0.161,0.01,Mpred|Xvar,0.927,
2.9,-110.902,43.196000000000005,3.0,1985,9,8,9,22,31.0,0.225,0.01,Mpred|Xi,0.862,
2.9,-111.695,42.74,1.0,1988,1,22,0,29,48.5,0.225,0.01,Mpred|Xi,0.862,
2.9,-111.48899999999999,42.011,0.0,1988,11,29,12,7,7.5,0.225,0.01,Mpred|Xi,0.862,
2.9,-111.439,38.727,0.0,1992,4,12,1,58,51.6,0.225,0.01,Mpred|Xi,0.862,
2.9,-112.97200000000001,37.981,8.0,1992,12,15,10,1,53.7,0.225,0.01,Mpred|Xi,0.862,
2.9,-112.47399999999999,37.686,3.0,1993,1,12,3,34,2.9,0.225,0.01,Mpred|Xi,0.862,
2.9,-111.355,42.571999999999996,0.0,1993,3,20,18,6,40.6,0.225,0.01,Mpred|Xi,0.862,
2.9,-112.678,38.188,0.0,1993,6,4,16,9,10.7,0.225,0.01,Mpred|Xi,0.862,
2.9,-112.39,41.703,9.0,1994,1,17,11,3,24.4,0.225,0.01,Mpred|Xi,0.862,
2.9,-111.016,42.681000000000004,5.0,1994,2,3,23,57,40.0,0.225,0.01,Mpred|Xi,0.862,
2.9,-111.09100000000001,42.611999999999995,1.0,1994,4,7,19,52,39.0,0.225,0.01,Mpred|Xi,0.862,
2.9,-112.54299999999999,37.908,7.0,1995,5,19,18,4,44.8,0.225,0.01,Mpred|Xi,0.862,
2.9,-111.52600000000001,40.793,8.0,2001,8,14,21,20,16.6,0.225,0.01,Mpred|Xi,0.862,
2.9,-112.56200000000001,41.913000000000004,7.0,2005,3,31,13,31,47.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.9,-112.749,37.689,6.0,2001,5,26,6,11,14.6,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.9,-111.41,42.6,5.0,1977,5,16,16,58,49.8,0.3,0.10,M~|MLERD,0.769,
2.9,-110.79,43.11,0.0,1999,2,1,9,33,21.0,0.15,0.10,M~|MDUSBR,0.936,
2.9,-114.5,37.21,3.0,2001,12,25,2,39,52.0,0.15,0.10,M~|MLREN,0.936,
2.9,-114.67,37.863,0.0,2003,8,16,23,26,8.35,0.15,0.10,M~|MLREN,0.936,
2.9,-111.553,42.339,0.0,1998,8,16,2,14,39.1,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.9,-110.88,42.72,5.0,1978,4,15,5,23,50.8,0.23,0.01,Mpred|Xi,0.857,
2.9,-111.55,42.66,5.0,1978,4,20,14,56,47.6,0.23,0.01,Mpred|Xi,0.857,
2.9,-108.118,37.635,5.0,1987,9,9,9,44,9.28,0.23,0.01,Mpred|Xi,0.857,
2.9,-111.193,43.231,5.0,1987,11,4,23,17,52.0,0.23,0.01,Mpred|Xi,0.857,
2.9,-114.963,36.059,5.0,1988,5,24,15,12,16.12,0.23,0.01,Mpred|Xi,0.857,
2.9,-114.946,36.143,5.0,1992,7,22,19,35,50.03,0.23,0.01,Mpred|Xi,0.857,
2.9,-111.109,42.711999999999996,5.0,1994,2,16,20,0,10.94,0.23,0.01,Mpred|Xi,0.857,
2.9,-111.316,42.528,5.0,1994,6,7,8,20,24.02,0.23,0.01,Mpred|Xi,0.857,
2.9,-114.921,41.166000000000004,9.0,2008,2,22,2,9,15.28,0.23,0.01,Mpred|Xi,0.857,
2.9,-114.926,41.153,14.0,2008,2,22,5,47,46.18,0.23,0.01,Mpred|Xi,0.857,
2.9,-114.90799999999999,41.138000000000005,12.0,2008,2,22,21,20,58.22,0.23,0.01,Mpred|Xi,0.857,
2.9,-114.93,41.147,16.0,2008,2,23,6,33,58.43,0.23,0.01,Mpred|Xi,0.857,
2.9,-108.366,39.12,0.0,2009,7,9,11,44,18.42,0.23,0.01,Mpred|Xi,0.857,
2.9,-112.76899999999999,37.184,0.0,2002,4,5,11,55,34.6,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.9,-112.734,38.303000000000004,5.0,2008,3,29,22,19,54.5,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.9,-112.61399999999999,38.227,0.0,2002,12,31,20,39,45.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.9,-111.773,36.955,8.0,2003,11,23,11,44,28.4,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.9,-111.399,40.018,5.0,2001,6,22,12,2,28.7,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.9,-110.78200000000001,43.32899999999999,5.0,1984,3,24,5,21,51.8,0.161,0.01,Mpred|Xvar,0.927,
2.9,-111.061,42.541000000000004,1.0,1994,2,4,1,20,55.0,0.161,0.01,Mpred|Xvar,0.927,
2.9,-111.766,36.955,3.0,2003,11,12,20,3,10.1,0.11800000000000001,0.01,Mpred|Xvar,0.960,
2.9,-111.84899999999999,40.749,0.0,1872,3,27,7,52,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.26700000000001,42.0,0.0,1876,4,6,0,0,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.84899999999999,40.749,0.0,1877,3,5,9,0,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.84899999999999,40.749,0.0,1878,7,21,12,0,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.58,38.6,0.0,1878,8,15,13,40,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.58,38.6,0.0,1878,8,15,14,40,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.434,37.823,0.0,1878,12,2,0,0,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.4,42.3,0.0,1884,11,10,9,10,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.4,42.3,0.0,1884,11,10,9,19,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.4,42.3,0.0,1884,11,10,9,48,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.4,42.3,0.0,1884,11,10,10,45,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.4,42.3,0.0,1884,11,11,8,55,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.4,42.3,0.0,1884,11,11,14,0,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.4,42.3,0.0,1884,11,12,8,50,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.4,42.3,0.0,1884,11,12,9,35,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.4,42.3,0.0,1884,11,12,12,5,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.4,42.3,0.0,1884,11,13,8,55,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.4,42.3,0.0,1884,11,13,10,40,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.11399999999999,39.953,0.0,1900,8,1,7,55,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.11399999999999,39.953,0.0,1900,8,1,9,0,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.11399999999999,39.953,0.0,1900,8,1,16,30,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.0,43.5,0.0,1909,2,20,1,0,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.84899999999999,40.749,0.0,1910,5,26,6,5,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.245,38.926,0.0,1915,4,26,4,30,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.84899999999999,40.749,0.0,1915,10,2,23,41,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.8,40.0,0.0,1916,2,5,5,15,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.15,38.683,0.0,1921,10,10,8,30,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.15,38.683,0.0,1921,10,10,9,45,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.15,38.683,0.0,1921,10,15,11,15,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.807,41.92100000000001,0.0,1923,6,9,2,37,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.84899999999999,40.749,0.0,1926,5,3,0,0,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.59100000000001,37.317,0.0,1926,6,1,5,20,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.59100000000001,37.317,0.0,1926,6,22,3,40,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.59100000000001,37.317,0.0,1926,6,28,6,0,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.59100000000001,37.317,0.0,1926,7,15,0,0,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.59100000000001,37.317,0.0,1927,11,23,2,45,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-110.801,39.6,0.0,1928,6,2,9,0,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.2,42.2,0.0,1929,9,30,16,15,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.2,42.2,0.0,1929,10,1,6,30,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.0,42.6,0.0,1930,9,19,0,0,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.15,38.683,0.0,1931,3,9,4,29,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.01,38.82,0.0,1932,5,22,6,0,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.9,42.8,0.0,1932,6,6,11,0,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.0,42.6,0.0,1932,6,8,21,30,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.82700000000001,37.842,0.0,1932,6,18,20,50,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.5,42.6,0.0,1932,12,21,8,0,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.3,43.0,0.0,1933,10,31,16,30,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.3,43.0,0.0,1933,10,31,16,45,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.5,41.5,0.0,1934,3,13,9,26,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.5,41.5,0.0,1934,3,13,12,32,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.5,41.5,0.0,1934,3,13,13,29,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.2,42.6,0.0,1934,3,15,14,20,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.5,41.5,0.0,1934,3,17,23,30,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.84899999999999,40.749,0.0,1934,6,2,12,49,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.1,36.0,0.0,1935,1,5,2,0,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.1,36.0,0.0,1935,1,15,8,50,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.992,41.86,0.0,1935,5,30,5,0,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.84899999999999,40.749,0.0,1935,6,4,17,9,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.84899999999999,40.749,0.0,1935,11,6,8,12,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.3,42.2,0.0,1936,1,14,18,5,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.434,37.823,0.0,1937,2,18,6,30,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.434,37.823,0.0,1937,3,13,11,40,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.434,37.823,0.0,1937,4,1,4,41,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1937,4,1,4,48,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1937,5,23,4,35,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1937,6,17,20,58,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1937,6,23,11,52,30.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1937,6,23,16,10,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1937,6,29,10,14,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1937,9,8,3,58,30.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1937,9,16,14,25,15.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1937,10,9,7,58,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1937,11,5,1,59,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1937,11,5,2,6,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1937,11,12,0,36,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1937,11,12,5,18,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1937,11,12,6,8,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1937,12,5,7,1,15.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1937,12,9,1,33,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1937,12,9,2,1,30.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1937,12,9,3,57,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1937,12,25,1,38,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1938,2,9,12,20,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1938,2,12,9,7,5.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1938,2,23,11,40,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1938,6,3,2,33,25.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.84899999999999,40.749,0.0,1938,7,1,18,14,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1938,7,14,4,32,20.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1938,8,12,5,39,34.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1938,8,26,0,36,45.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1938,9,2,6,38,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1938,9,16,12,44,45.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1938,9,16,12,45,30.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1938,9,17,8,27,5.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1938,9,21,11,6,34.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1938,9,23,7,48,25.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1938,9,30,0,48,3.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1938,9,30,15,13,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1938,10,8,9,48,15.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1938,10,8,9,56,30.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1938,10,26,15,20,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1938,11,8,1,49,36.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1938,11,14,12,12,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.84899999999999,40.749,0.0,1938,12,3,22,0,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1938,12,23,21,57,55.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1938,12,31,16,52,30.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,1,22,14,20,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,1,28,1,42,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,1,29,5,42,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,2,7,12,26,15.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,5,4,21,0,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,5,7,12,51,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,5,7,13,1,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,5,7,15,19,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,5,10,14,9,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,5,12,16,53,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,5,24,21,16,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,5,27,14,38,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,6,1,13,59,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,6,25,11,25,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,6,29,17,23,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,7,12,8,39,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,7,19,11,38,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,8,10,2,33,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,8,14,5,19,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,8,15,10,17,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,9,6,14,8,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,9,12,9,57,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,9,12,15,41,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,9,13,12,58,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,10,2,20,43,34.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,10,17,4,31,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,11,4,5,15,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,11,20,3,43,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,11,22,6,30,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,11,24,20,29,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,12,3,23,2,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,12,11,5,35,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,12,21,5,48,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,12,22,14,24,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,12,24,13,52,5.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1939,12,30,3,46,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1940,2,6,6,16,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1940,2,11,16,12,30.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.831,41.738,0.0,1940,2,29,4,47,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-112.5,42.9,0.0,1940,3,28,19,55,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1940,4,3,5,30,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1940,4,10,11,7,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1940,4,12,4,43,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1940,4,12,5,44,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1940,5,8,13,5,15.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1940,5,14,13,38,45.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1940,5,17,12,25,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1940,5,17,12,33,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1940,5,27,3,33,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1940,5,29,6,15,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1940,6,19,16,4,15.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1940,6,20,4,16,20.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1940,7,9,14,57,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1940,8,7,4,31,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1940,9,25,17,10,50.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1940,9,25,17,15,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1940,9,25,17,19,25.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1940,9,25,17,46,15.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1940,10,23,0,41,27.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1940,11,19,13,12,55.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.637,39.264,0.0,1940,11,23,13,22,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.637,39.264,0.0,1940,11,25,12,30,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-111.637,39.264,0.0,1940,11,25,13,10,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1940,11,28,0,1,13.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1940,12,2,18,53,39.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1940,12,17,16,32,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1941,10,19,0,48,56.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1942,1,3,10,52,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1942,1,5,8,20,0.0,0.5,0.01,Mpred|Io,0.482,
2.9,-114.8,36.0,0.0,1942,1,28,23,7,0.0,0.5,0.01,Mpred|Io,0.482,
